#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   1.7726997662510332E+01   1.8592037429831510E+01   3.8100098574723455E+02   9.4088703425734932E-01   1.6886255420331494E+04
   4.0000000000000000E+02   2.6795183951431245E+01   2.8510589340560283E+01   4.4534457614821019E+02   9.3065394713324046E-01   2.5032645208536134E+04
   5.0000000000000000E+02   3.7213967529410731E+01   4.0261274025743461E+01   4.9167412142159839E+02   9.1919939534272632E-01   3.4847705426123634E+04
   6.0000000000000000E+02   4.9729973677745022E+01   5.4816009186433718E+01   5.3597712585833040E+02   9.0619816909523543E-01   4.6833506769630243E+04
   7.0000000000000000E+02   6.4507061926863216E+01   7.2521419546505072E+01   5.8372035835349777E+02   8.9184854260196988E-01   6.0967160700959124E+04
   8.0000000000000000E+02   8.1175375753511631E+01   9.3218587663208027E+01   6.2832522897650563E+02   8.7695930515487497E-01   7.6652095698001736E+04
   9.0000000000000000E+02   9.9066815332368293E+01   1.1633233564611908E+02   6.6749647871651882E+02   8.6274295922832323E-01   9.2967115318404423E+04
   1.0000000000000000E+03   1.1760880653913316E+02   1.4106227607768554E+02   7.0736510476284491E+02   8.5027973526300804E-01   1.0922279124087855E+05
   1.1000000000000000E+03   1.3609410668644773E+02   1.6674134714875495E+02   7.4044234800891809E+02   8.4004570471398421E-01   1.2530746349408089E+05
   1.2000000000000000E+03   1.5425193138540476E+02   1.9299551772332939E+02   7.6838347121234358E+02   8.3191560550497567E-01   1.4143099130498638E+05
   1.3000000000000000E+03   1.7178415244901507E+02   2.1962907699606089E+02   7.8856420408457632E+02   8.2547127976772205E-01   1.5774999509395639E+05
   1.4000000000000000E+03   1.8864462156671098E+02   2.4648058572110639E+02   8.0395023229444450E+02   8.2026034304712314E-01   1.7425238198147574E+05
   1.5000000000000000E+03   2.0468857614354644E+02   2.7336532688156694E+02   8.1475548748443691E+02   8.1590606725649362E-01   1.9080684141906258E+05
   1.6000000000000000E+03   2.2046457397779869E+02   3.0007647403285353E+02   8.3098421169025403E+02   8.1212599737771396E-01   2.0723357868302942E+05
   1.7000000000000000E+03   2.3494981162795369E+02   3.2640353517976286E+02   8.3854922606556170E+02   8.0871761947014409E-01   2.2335041142899572E+05
   1.8000000000000000E+03   2.4892439286955656E+02   3.5214921269255154E+02   8.4920011601181204E+02   8.0553831623818439E-01   2.3899556022480139E+05
