#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   9.6577096436471834E+01   9.7348121266345657E+01   1.2193639596519530E+04   3.3147039175089934E+00   6.8125594473162302E+04
   4.0000000000000000E+02   1.3015375349337864E+02   1.3158057189360082E+02   1.2002722502100316E+04   3.3227773724147212E+00   8.9729695161579890E+04
   5.0000000000000000E+02   1.6352279391264977E+02   1.6585310042760909E+02   1.1638281138939068E+04   3.3283613700780346E+00   1.1223021813304101E+05
   6.0000000000000000E+02   1.9689995657258495E+02   2.0037302534608162E+02   1.1359821115560395E+04   3.3318342143258204E+00   1.3549641583771215E+05
   7.0000000000000000E+02   2.3041233390603961E+02   2.3531995715331334E+02   1.1048244294727609E+04   3.3338119997961124E+00   1.5926048969281241E+05
   8.0000000000000000E+02   2.6421015242826718E+02   2.7080723153347458E+02   1.0845711985726921E+04   3.3348536929441508E+00   1.8340878595734070E+05
   9.0000000000000000E+02   2.9817397592197636E+02   3.0680435230834382E+02   1.0599893847323910E+04   3.3353750926207200E+00   2.0785230440241369E+05
   1.0000000000000000E+03   3.3222863895406857E+02   3.4316451326177832E+02   1.0425236791348261E+04   3.3356610600323671E+00   2.3247438281110910E+05
   1.1000000000000000E+03   3.6613121532897611E+02   3.7968880539682254E+02   1.0253734112852435E+04   3.3358965943088550E+00   2.5714716343506891E+05
   1.2000000000000000E+03   3.9974785254496658E+02   4.1617936482991303E+02   1.0124862792860540E+04   3.3361958575784945E+00   2.8175663547294342E+05
   1.3000000000000000E+03   4.3264962819622258E+02   4.5246978466362407E+02   9.8768586628825269E+03   3.3366252575982318E+00   3.0621590159978723E+05
   1.4000000000000000E+03   4.6531958496931861E+02   4.8843666881307399E+02   9.8316530558974937E+03   3.3372204496817761E+00   3.3046726492218132E+05
   1.5000000000000000E+03   4.9685411197814722E+02   5.2399946177198262E+02   9.5910087448889790E+03   3.3379981337264382E+00   3.5447836057392659E+05
   1.6000000000000000E+03   5.2811042751107198E+02   5.5911443760207817E+02   9.5237410839090262E+03   3.3389638196759925E+00   3.7823640392464172E+05
   1.7000000000000000E+03   5.5871776246714171E+02   5.9376664672235859E+02   9.4652933847660079E+03   3.3401166978814629E+00   4.0174267428056762E+05
   1.8000000000000000E+03   5.8838966868795910E+02   6.2796192278336696E+02   9.3370043264236501E+03   3.3414525536856843E+00   4.2500802648451761E+05
   1.9000000000000000E+03   6.1748624500527706E+02   6.6171993986457369E+02   9.2373689833467888E+03   3.3429654271103209E+00   4.4804950712444837E+05
   2.0000000000000000E+03   6.4595664387289582E+02   6.9506866317628760E+02   9.1420435831186987E+03   3.3446485054308228E+00   4.7088792113468127E+05
   2.1000000000000000E+03   6.7280042743269246E+02   7.2804019511580702E+02   8.8672667356605016E+03   3.3464945699892117E+00   4.9354613347807119E+05
   2.2000000000000000E+03   6.9880655069479269E+02   7.6066785870213096E+02   8.5927650042733294E+03   3.3484961992950253E+00   5.1604789215887617E+05
   2.3000000000000000E+03   7.2405389468106694E+02   7.9298430092439662E+02   8.3296095699539565E+03   3.3506458505271879E+00   5.3841705221182422E+05
   2.4000000000000000E+03   7.4943826389987589E+02   8.2502039189255675E+02   8.1805297972270373E+03   3.3529358888219174E+00   5.6067706323895394E+05
   2.5000000000000000E+03   7.7375710256514503E+02   8.5680471397486599E+02   7.9828753855255309E+03   3.3553586017007251E+00   5.8285065211844735E+05
   2.6000000000000000E+03   7.9825008999208069E+02   8.8836346436374015E+02   7.8693781063985416E+03   3.3579062159847961E+00   6.0495965404398588E+05
   2.7000000000000000E+03   8.2083877387390032E+02   9.1972062640763113E+02   7.6347917433024177E+03   3.3605709236860104E+00   6.2702492778940464E+05
   2.8000000000000000E+03   8.4374894008876959E+02   9.5089829605624777E+02   7.4878604932837434E+03   3.3633449172831726E+00   6.4906633180788287E+05
   2.9000000000000000E+03   8.6679344746262711E+02   9.8191707775572729E+02   7.3930893838510747E+03   3.3662204320138032E+00   6.7110274451586849E+05
   3.0000000000000000E+03   8.8794096076227049E+02   1.0127964883402391E+03   7.2027526883172804E+03   3.3691897917378957E+00   6.9315208529310336E+05
   3.1000000000000000E+03   9.0974467323276576E+02   1.0435553274148385E+03   7.0948677901801511E+03   3.3722454554670582E+00   7.1523136656076950E+05
   3.2000000000000000E+03   9.2978055565403076E+02   1.0742119891397208E+03   6.9152634994203599E+03   3.3753800613255578E+00   7.3735669714951946E+05
   3.3000000000000000E+03   9.4877349112657237E+02   1.1047847024801169E+03   6.7186866252832124E+03   3.3785864664724485E+00   7.5954332103398454E+05
   3.4000000000000000E+03   9.7009976914570541E+02   1.1352916965780291E+03   6.6670704185262584E+03   3.3818577811871608E+00   7.8180560761330801E+05
   3.5000000000000000E+03   9.8908537530539400E+02   1.1657512941873797E+03   6.5265986989505682E+03   3.3851873966865709E+00   8.0415704434442066E+05
   3.6000000000000000E+03   1.0084018114466819E+03   1.1961819404789094E+03   6.4236404661950237E+03   3.3885690064284977E+00   8.2661021091471473E+05
   3.7000000000000000E+03   1.0256674731951498E+03   1.2266021769961424E+03   6.2611680894173578E+03   3.3919966210299597E+00   8.4917674611374573E+05
   3.8000000000000000E+03   1.0446287875487553E+03   1.2570305716029311E+03   6.1822942202329095E+03   3.3954645773605692E+00   8.7186731725363550E+05
   3.9000000000000000E+03   1.0629438682839002E+03   1.2874856154831671E+03   6.0947461109184060E+03   3.3989675421611905E+00   8.9469155632225296E+05
   4.0000000000000000E+03   1.0807203395379240E+03   1.3179855974935699E+03   6.0032971312454647E+03   3.4025005112501741E+00   9.1765803807615256E+05
   4.1000000000000000E+03   1.0999942436191704E+03   1.3485484653361602E+03   5.9680963729526775E+03   3.4060588047723881E+00   9.4077421996487002E+05
   4.2000000000000000E+03   1.1163084541368421E+03   1.3791916816386947E+03   5.8566054164776751E+03   3.4096380593198439E+00   9.6404642666285019E+05
   4.3000000000000000E+03   1.1330490755852250E+03   1.4099320817393225E+03   5.7696651883489048E+03   3.4132342174375521E+00   9.8747979443506000E+05
   4.4000000000000000E+03   1.1491840138273194E+03   1.4407857384580593E+03   5.6780457663035695E+03   3.4168435155534866E+00   1.0110782836903572E+06
   4.5000000000000000E+03   1.1668917506207392E+03   1.4717678381384032E+03   5.6330877345476283E+03   3.4204624701926134E+00   1.0348446369751047E+06
   4.6000000000000000E+03   1.1847081735765260E+03   1.5028925707171268E+03   5.5957775696626832E+03   3.4240878636539458E+00   1.0587803909550589E+06
   4.7000000000000000E+03   1.2028468245492975E+03   1.5341730358756538E+03   5.5696624698807500E+03   3.4277167290105561E+00   1.0828858884394821E+06
   4.8000000000000000E+03   1.2195405570884334E+03   1.5656211662329374E+03   5.5170340631824511E+03   3.4313463351212752E+00   1.1071602953667026E+06
   4.9000000000000000E+03   1.2351200693153100E+03   1.5972476679744300E+03   5.4477832059393395E+03   3.4349741716423630E+00   1.1316016182852569E+06
