#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   1.5240964137602305E+02   1.5910848210805199E+02   3.6199795857255554E+03   1.2659758814727871E+00   6.3286932416499010E+04
   4.0000000000000000E+02   2.0294233552539748E+02   2.1513552008007926E+02   3.5806974546906495E+03   1.2665301059248426E+00   8.4364958349047229E+04
   5.0000000000000000E+02   2.5162411032892922E+02   2.7090964514597061E+02   3.5346387375861423E+03   1.2675424076534010E+00   1.0494141817610600E+05
   6.0000000000000000E+02   2.9668114883039379E+02   3.2432460617948050E+02   3.4807873537740479E+03   1.2690640994629865E+00   1.2466493571762841E+05
   7.0000000000000000E+02   3.3728843642362563E+02   3.7421407611905363E+02   3.4181691004674781E+03   1.2709630722314103E+00   1.4337106747543209E+05
   8.0000000000000000E+02   3.7320809907922421E+02   4.2003975710272823E+02   3.3473561667906765E+03   1.2730759071391160E+00   1.6095016259629224E+05
   9.0000000000000000E+02   4.0452681785686212E+02   4.6164318522438100E+02   3.2695890392063793E+03   1.2752604239018679E+00   1.7733708539400125E+05
   1.0000000000000000E+03   4.3155800342120955E+02   4.9916324932217418E+02   3.1864079834024737E+03   1.2774120136209597E+00   1.9254181146556343E+05
   1.1000000000000000E+03   4.5478463187421357E+02   5.3298886388907283E+02   3.0995144126060991E+03   1.2794642606620286E+00   2.0666146928312175E+05
   1.2000000000000000E+03   4.7480214213706779E+02   5.6369418638124682E+02   3.0108792016171205E+03   1.2813825158557630E+00   2.1986635667225922E+05
   1.3000000000000000E+03   4.9198534825696402E+02   5.9196121435083580E+02   2.9130654784581361E+03   1.2831552991405279E+00   2.3237253147649704E+05
   1.4000000000000000E+03   5.0742620556630726E+02   6.1850734918160208E+02   2.8253835628217439E+03   1.2847861900433823E+00   2.4441348727432927E+05
   1.5000000000000000E+03   5.2148973182858322E+02   6.4402910465460059E+02   2.7407889997362718E+03   1.2862873319767278E+00   2.5621760180755216E+05
   1.6000000000000000E+03   5.3460717429710417E+02   6.6916462388172636E+02   2.6586429054454838E+03   1.2876747566792484E+00   2.6799310851939564E+05
   1.7000000000000000E+03   5.4739104224978746E+02   6.9447257308990663E+02   2.5846077575219479E+03   1.2889652962737836E+00   2.7991971733270737E+05
   1.8000000000000000E+03   5.5984442690182527E+02   7.2042323526014115E+02   2.5116946463507961E+03   1.2901747124986838E+00   2.9214514702357032E+05
   1.9000000000000000E+03   5.7255629910452740E+02   7.4739777674978313E+02   2.4475159486071707E+03   1.2913166855199574E+00   3.0478488061052910E+05
   2.0000000000000000E+03   5.8531031885859420E+02   7.7569252123542753E+02   2.3847861368988056E+03   1.2924023738186639E+00   3.1792383336858609E+05
   2.1000000000000000E+03   5.9624572491255185E+02   8.0552600192870170E+02   2.2949675038839187E+03   1.2934403335982243E+00   3.3161903260348883E+05
   2.2000000000000000E+03   6.0737076250086238E+02   8.3704732979771597E+02   2.2135391560927178E+03   1.2944366517282448E+00   3.4590274068602960E+05
   2.3000000000000000E+03   6.1870847156121874E+02   8.7034496700131376E+02   2.1399511359534727E+03   1.2953951952815754E+00   3.6078568531522428E+05
   2.4000000000000000E+03   6.3025416911113348E+02   9.0545536265488931E+02   2.0736356914329422E+03   1.2963179156542308E+00   3.7626021353923588E+05
   2.5000000000000000E+03   6.4197287568604622E+02   9.4237114220706974E+02   2.0139154567454111E+03   1.2972051683883465E+00   3.9230327575667709E+05
   2.6000000000000000E+03   6.5382739592996120E+02   9.8104868602861734E+02   1.9602529758170990E+03   1.2980560252245512E+00   4.0887919811552530E+05
   2.7000000000000000E+03   6.6576991081755216E+02   1.0214150200286275E+03   1.9120954265353648E+03   1.2988685648238250E+00   4.2594222780475795E+05
   2.8000000000000000E+03   6.7774628985304332E+02   1.0633739932834883E+03   1.8688952382387388E+03   1.2996401348623585E+00   4.4343884929820173E+05
   2.9000000000000000E+03   6.8970914684784134E+02   1.1068117487942493E+03   1.8301928192721575E+03   1.3003675822115714E+00   4.6130987451494962E+05
   3.0000000000000000E+03   7.0120874970360842E+02   1.1516015121529481E+03   1.7929085984910403E+03   1.3010474505056282E+00   4.7949231101543910E+05
   3.1000000000000000E+03   7.1190085635570733E+02   1.1976077342147416E+03   1.7553343599411305E+03   1.3016761459714237E+00   4.9792101466313953E+05
   3.2000000000000000E+03   7.2169066390379294E+02   1.2446896307308848E+03   1.7175576682416640E+03   1.3022500734019962E+00   5.1653013189832686E+05
   3.3000000000000000E+03   7.3196721840597866E+02   1.2927041659709507E+03   1.6874526936321427E+03   1.3027657446978276E+00   5.3525433917467552E+05
   3.4000000000000000E+03   7.4142382329440488E+02   1.3415085294935079E+03   1.6574766406213373E+03   1.3032198628398819E+00   5.5402988792219048E+05
   3.5000000000000000E+03   7.5196879006509369E+02   1.3909621560388423E+03   1.6368873061912709E+03   1.3036093841543808E+00   5.7279546489564481E+05
   3.6000000000000000E+03   7.6138805981389260E+02   1.4409283381718128E+03   1.6144821236830894E+03   1.3039315618025580E+00   5.9149288008235442E+05
   3.7000000000000000E+03   7.7039133293834766E+02   1.4912754800768209E+03   1.5936897897325696E+03   1.3041839733207021E+00   6.1006759547881433E+05
   3.8000000000000000E+03   7.7903202626308621E+02   1.5418780389221449E+03   1.5745934998403357E+03   1.3043645348777657E+00   6.2846910955682723E+05
   3.9000000000000000E+03   7.8728668645727203E+02   1.5926171976250844E+03   1.5569338289380250E+03   1.3044715046711335E+00   6.4665121292656776E+05
   4.0000000000000000E+03   7.9514823822742596E+02   1.6433813097726461E+03   1.5405338426868166E+03   1.3045034776653015E+00   6.6457213121247478E+05
   4.1000000000000000E+03   8.0211832346774827E+02   1.6940661540356350E+03   1.5234540146292752E+03   1.3044593736662060E+00   6.8219457116180880E+05
   4.2000000000000000E+03   8.0872269806723136E+02   1.7445750318326527E+03   1.5075855194459307E+03   1.3043384203809227E+00   6.9948568519364728E+05
   4.3000000000000000E+03   8.1484472549405768E+02   1.7948187382887959E+03   1.4923850663567082E+03   1.3041401329659541E+00   7.1641696939669002E+05
   4.4000000000000000E+03   8.2045340706329227E+02   1.8447154329068878E+03   1.4776522255075809E+03   1.3038642912551437E+00   7.3296410786667827E+05
   4.5000000000000000E+03   8.2624310510706300E+02   1.8941904328277419E+03   1.4654859319925431E+03   1.3035109157040545E+00   7.4910677633796562E+05
   4.6000000000000000E+03   8.3042469921114991E+02   1.9431759482506552E+03   1.4501545639542148E+03   1.3030802428217101E+00   7.6482841537427192E+05
   4.7000000000000000E+03   8.3465688703633919E+02   1.9916107764757217E+03   1.4368002614924847E+03   1.3025727008027617E+00   7.8011598321426392E+05
   4.8000000000000000E+03   8.3846011343454563E+02   2.0394399682785793E+03   1.4238282684332557E+03   1.3019888857802295E+00   7.9495969541257364E+05
   4.9000000000000000E+03   8.4438427615102512E+02   2.0866144777952441E+03   1.4183397353464163E+03   1.3013295391266426E+00   8.0935275914366927E+05
   5.0000000000000000E+03   8.4599597700097195E+02   2.1330908049368304E+03   1.4020616044649776E+03   1.3005955260155984E+00   8.2329110748090304E+05
   5.1000000000000000E+03   8.4848277405848319E+02   2.1788306374356061E+03   1.3896367366366885E+03   1.2997878154441422E+00   8.3677313723335566E+05
   5.2000000000000000E+03   8.5113631332350803E+02   2.2238004980116607E+03   1.3788932344545949E+03   1.2989074618277809E+00   8.4979945444033970E+05
   5.3000000000000000E+03   8.5371499249611895E+02   2.2679714008119481E+03   1.3690595114441196E+03   1.2979555881526728E+00   8.6237263127423928E+05
   5.4000000000000000E+03   8.5516102615425552E+02   2.3113185201051942E+03   1.3573734473319871E+03   1.2969333707544171E+00   8.7449697379039158E+05
   5.5000000000000000E+03   8.5626279036799815E+02   2.3538208733379229E+03   1.3458504561196673E+03   1.2958420256193308E+00   8.8617830460384185E+05
   5.6000000000000000E+03   8.5703425843076286E+02   2.3954610198717078E+03   1.3344750690911296E+03   1.2946827962121050E+00   8.9742375861372845E+05
   5.7000000000000000E+03   8.5748969810383574E+02   2.4362247761675380E+03   1.3232350866563149E+03   1.2934569427064677E+00   9.0824159448869270E+05
   5.8000000000000000E+03   8.5764340859502227E+02   2.4761009477070238E+03   1.3121207109220661E+03   1.2921657325379299E+00   9.1864101961490989E+05
   5.9000000000000000E+03   8.5750887312564066E+02   2.5150810775909799E+03   1.3011224095425287E+03   1.2908104321861005E+00   9.2863203182701953E+05
   6.0000000000000000E+03   8.5710616228314791E+02   2.5531592114923033E+03   1.2902476691282866E+03   1.2893923000979148E+00   9.3822527315323171E+05
   6.1000000000000000E+03   8.5627698992857711E+02   2.5903316784577828E+03   1.2791069550567474E+03   1.2879125806438567E+00   9.4743189752745978E+05
   6.2000000000000000E+03   8.5520369416606866E+02   2.6265968869239400E+03   1.2680839973677648E+03   1.2863724989992547E+00   9.5626345231079101E+05
