#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   1.2486634356763503E-01   1.6282676277383504E-01   5.3559952518129117E-01   9.1643834122996068E+00   5.7976791166757175E+02
   4.0000000000000000E+02   5.0627970814986134E-01   6.5402940398922915E-01   2.2410998133836260E+00   9.1643834122996068E+00   9.1325989095876832E+02
   5.0000000000000000E+02   1.3673552413137555E+00   1.7466390236562326E+00   6.2968050174182766E+00   9.1643834122996068E+00   1.3625503774211597E+03
   6.0000000000000000E+02   5.1705744216968101E+00   6.5812287026529379E+00   2.4122659430211208E+01   9.2196652512238231E+00   1.8835452226861678E+03
   7.0000000000000000E+02   7.7076115045127445E+00   9.8153828537139276E+00   3.5892487974634520E+01   9.2176497675130449E+00   2.7626335693542824E+03
   8.0000000000000000E+02   1.0580744437291102E+01   1.3459516870234980E+01   4.9469595659470748E+01   9.2152743759967706E+00   3.6446534936388930E+03
   9.0000000000000000E+02   1.3823861128017475E+01   1.7518425242204714E+01   6.5548267737415856E+01   9.2132948830665384E+00   4.6435924553625300E+03
   1.0000000000000000E+03   1.7477689384277923E+01   2.1960533520574412E+01   8.5619613779995532E+01   9.2115785727190787E+00   5.7159212639584275E+03
   1.1000000000000000E+03   2.1637499183376075E+01   2.6782678849461032E+01   1.1263167262238571E+02   9.2100877671059997E+00   6.8676192005834901E+03
   1.2000000000000000E+03   2.6348673548275308E+01   3.2000637578431459E+01   1.4918254051016444E+02   9.2087887248705371E+00   8.1064070199673070E+03
   1.3000000000000000E+03   3.1652870377246241E+01   3.7643229723385197E+01   1.9890564190997949E+02   9.2076485481898445E+00   9.4383640551917397E+03
   1.4000000000000000E+03   3.7546005604132262E+01   4.3747471300342553E+01   2.6486364402741646E+02   9.2066412281014163E+00   1.0871632592597907E+04
   1.5000000000000000E+03   4.4010954035029791E+01   5.0354420249133959E+01   3.4935885212374802E+02   9.2057452544903100E+00   1.2414072465236844E+04
   1.6000000000000000E+03   5.1037656850950825E+01   5.7506778853288580E+01   4.5369545429148303E+02   9.2049429482914800E+00   1.4073049081622430E+04
   1.7000000000000000E+03   5.8630085940335377E+01   6.5247836681078368E+01   5.7806442428852972E+02   9.2042197409711850E+00   1.5855403883740350E+04
   1.8000000000000000E+03   6.6807401533877709E+01   7.3621352114763255E+01   7.2182079599978306E+02   9.2035636033842749E+00   1.7767511388049799E+04
   1.9000000000000000E+03   7.5597010257243440E+01   8.2671954629715231E+01   8.8336420374503280E+02   9.2029645624995169E+00   1.9815430074404019E+04
   2.0000000000000000E+03   8.5033981257043791E+01   9.2445737481045285E+01   1.0606162521644228E+03   9.2024143675007632E+00   2.2005128092062216E+04
   2.1000000000000000E+03   9.5060734567324076E+01   1.0299079106096326E+02   1.2345914886959472E+03   9.2019061954287640E+00   2.4342554227980148E+04
   2.2000000000000000E+03   1.0580236818405120E+02   1.1435753703448458E+02   1.4142676140554372E+03   9.2014344666581138E+00   2.6833778961059346E+04
   2.3000000000000000E+03   1.1730028948445364E+02   1.2659878267870536E+02   1.5970408910738151E+03   9.2009946428005875E+00   2.9484972303281080E+04
   2.4000000000000000E+03   1.2951953180022718E+02   1.3976949477857309E+02   1.7661409667448797E+03   9.2005830992963826E+00   3.2302413122567541E+04
   2.5000000000000000E+03   1.4272783291092799E+02   1.5392631690110062E+02   1.9618342677932551E+03   9.2001970023987401E+00   3.5292413300216846E+04
   2.6000000000000000E+03   1.5657769459437523E+02   1.6912688373475061E+02   2.1102158277236804E+03   9.1998341905519947E+00   3.8461209299368085E+04
   2.7000000000000000E+03   1.7166087918788554E+02   1.8542900090362434E+02   2.3119279433490460E+03   9.1994931062937741E+00   4.1814884766448449E+04
   2.8000000000000000E+03   1.8731472049645271E+02   2.0288974602114018E+02   2.4400753634276111E+03   9.1991726952066717E+00   4.5359223289287074E+04
   2.9000000000000000E+03   2.0415396877020618E+02   2.2156455754117383E+02   2.5980329761318794E+03   9.1988723553941139E+00   4.9099626214231503E+04
   3.0000000000000000E+03   2.2195468442048553E+02   2.4150635207453169E+02   2.7416314101038929E+03   9.1985918583989701E+00   5.3040988324141035E+04
   3.1000000000000000E+03   2.4073984064016409E+02   2.6276471431151720E+02   2.8721134292583929E+03   9.1983313041712371E+00   5.7187621610075039E+04
   3.2000000000000000E+03   2.6053855293797909E+02   2.8538518161527298E+02   2.9925123127844658E+03   9.1980910634045330E+00   6.1543178267607211E+04
   3.3000000000000000E+03   2.8137699673319111E+02   3.0940864338465769E+02   3.1057923896279926E+03   9.1978717385446256E+00   6.6110598671207583E+04
   3.4000000000000000E+03   3.0353648824486936E+02   3.3487086095964730E+02   3.2438985160628108E+03   9.1976741187570390E+00   7.0892074043259767E+04
   3.5000000000000000E+03   3.2600734403676654E+02   3.6180211108609166E+02   3.2951784583354565E+03   9.1974991442306191E+00   7.5889024718581233E+04
   3.6000000000000000E+03   3.5024273785008052E+02   3.9022694871620547E+02   3.4182031342036180E+03   9.1973478765220573E+00   8.1102099586371929E+04
   3.7000000000000000E+03   3.7502328661461053E+02   4.2016408035463201E+02   3.4906633507487045E+03   9.1972214639577938E+00   8.6531180889059222E+04
   3.8000000000000000E+03   4.0071532663947335E+02   4.5162633970052951E+02   3.5547042840230047E+03   9.1971211213145398E+00   9.2175410052876759E+04
   3.9000000000000000E+03   4.2724098562168274E+02   4.8462075176987747E+02   3.6084121901810418E+03   9.1970481023604904E+00   9.8033214907898262E+04
   4.0000000000000000E+03   4.5461262200350814E+02   5.1914867481877218E+02   3.6570495091262737E+03   9.1970036811833324E+00   1.0410235202132305E+05
   4.1000000000000000E+03   4.8267809058495919E+02   5.5520600701843284E+02   3.6949327724693021E+03   9.1969891346166310E+00   1.1037994966277003E+05
   4.2000000000000000E+03   5.1142804444034778E+02   5.9278344609504381E+02   3.7264406842922754E+03   9.1970057257645692E+00   1.1686255938544808E+05
   4.3000000000000000E+03   5.4079458266806500E+02   6.3186679112464401E+02   3.7520791841891091E+03   9.1970546910962980E+00   1.2354620729120844E+05
   4.4000000000000000E+03   5.7076143161270340E+02   6.7243727613841668E+02   3.7747536220507914E+03   9.1971372280894848E+00   1.3042644903555622E+05
   4.5000000000000000E+03   6.0094062673937390E+02   7.1447192681147078E+02   3.7818223451428435E+03   9.1972544869927049E+00   1.3749842501783717E+05
   4.6000000000000000E+03   6.3188009378669472E+02   7.5794393187672472E+02   3.7991044062714286E+03   9.1974075614894151E+00   1.4475691422635430E+05
   4.7000000000000000E+03   6.6274097287555355E+02   8.0282302276821406E+02   3.7982290490751579E+03   9.1975974829316414E+00   1.5219638819955577E+05
   4.8000000000000000E+03   6.9405313498967757E+02   8.4907585544214965E+02   3.8014025143774893E+03   9.1978252159465388E+00   1.5981106254641159E+05
   4.9000000000000000E+03   7.2577044260153434E+02   8.9666638930814838E+02   3.8080128568017594E+03   9.1980916526700902E+00   1.6759494577375392E+05
   5.0000000000000000E+03   7.5708922548513738E+02   9.4555625963717353E+02   3.7983855345430811E+03   9.1983976127470619E+00   1.7554188650657085E+05
   5.1000000000000000E+03   7.8886458927812293E+02   9.9570513958497190E+02   3.7974977576474107E+03   9.1987438397613932E+00   1.8364561683197276E+05
   5.2000000000000000E+03   8.2048273019065607E+02   1.0470710896666972E+03   3.7914734381766698E+03   9.1991310020599482E+00   1.9189979321543610E+05
   5.3000000000000000E+03   8.5186425863676732E+02   1.0996108923292445E+03   3.7809563892831584E+03   9.1995596919287479E+00   2.0029803374647713E+05
   5.4000000000000000E+03   8.8302076910548283E+02   1.1532803703039876E+03   3.7681196711013195E+03   9.2000304275150917E+00   2.0883395253303726E+05
   5.5000000000000000E+03   9.1392180162481088E+02   1.2080346874946683E+03   3.7538281763993359E+03   9.2005436536513248E+00   2.1750119081645462E+05
   5.6000000000000000E+03   9.4451170090119865E+02   1.2638286317857237E+03   3.7382951394057072E+03   9.2010997440515236E+00   2.2629344426093236E+05
   5.7000000000000000E+03   9.7455795191890365E+02   1.3206168793241125E+03   3.7190708843544467E+03   9.2016990040574029E+00   2.3520448884113628E+05
   5.8000000000000000E+03   1.0045585649595581E+03   1.3783542401133457E+03   3.7042631830465002E+03   9.2023416725603937E+00   2.4422820138331858E+05
   5.9000000000000000E+03   1.0312034827682457E+03   1.4369958850334685E+03   3.6517075063461511E+03   9.2030279266696713E+00   2.5335857986075807E+05
