#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   4.1942951905335448E+01   4.2594180610668758E+01   2.7433152964073943E+03   1.3396023443303413E+00   2.1910141727421735E+04
   4.0000000000000000E+02   6.1792426260626613E+01   6.2914256433806464E+01   3.4654305476635700E+03   1.3315440387692572E+00   3.1696662472686119E+04
   5.0000000000000000E+02   8.2204308663739397E+01   8.4131634112545328E+01   3.5883834892841860E+03   1.3226553913423627E+00   4.1278610443866361E+04
   6.0000000000000000E+02   1.0380110219379759E+02   1.0702385328968138E+02   3.4471150895535457E+03   1.3136360467541144E+00   5.1308057306203969E+04
   7.0000000000000000E+02   1.2643511938081585E+02   1.3159990549714567E+02   3.2215951226765374E+03   1.3052157000425326E+00   6.2276890910048285E+04
   8.0000000000000000E+02   1.4963821923739746E+02   1.5750705491238196E+02   2.9952430305976914E+03   1.2978295311329544E+00   7.4339349155865886E+04
   9.0000000000000000E+02   1.7281676433473933E+02   1.8428046934473389E+02   2.7780507623389317E+03   1.2915438186415678E+00   8.7289913581887566E+04
   1.0000000000000000E+03   1.9558809011772010E+02   2.1150810610702493E+02   2.5985191563677254E+03   1.2861940926402640E+00   1.0075307713695029E+05
   1.1000000000000000E+03   2.1761062594628348E+02   2.3890666007576723E+02   2.4412351861254256E+03   1.2815435689804311E+00   1.1436732633779124E+05
   1.2000000000000000E+03   2.3864201381475934E+02   2.6632150154074588E+02   2.2961226768003330E+03   1.2773711744175302E+00   1.2786580637911279E+05
   1.3000000000000000E+03   2.5864231305589379E+02   2.9369041301537783E+02   2.1673291229039405E+03   1.2735007420035223E+00   1.4108407149539352E+05
   1.4000000000000000E+03   2.7758975876496822E+02   3.2100254740950896E+02   2.0525523118992542E+03   1.2698021668674946E+00   1.5393876159436902E+05
   1.5000000000000000E+03   2.9538785166405211E+02   3.4826659174993790E+02   1.9454646645568293E+03   1.2661834071029801E+00   1.6640106084367420E+05
   1.6000000000000000E+03   3.1234929837169318E+02   3.7549081261446838E+02   1.8574830406219796E+03   1.2625812832151384E+00   1.7847416098116396E+05
   1.7000000000000000E+03   3.2818476090395109E+02   4.0267292447037448E+02   1.7741223720995799E+03   1.2589536283009179E+00   1.9017700995746593E+05
   1.8000000000000000E+03   3.4300415883953178E+02   4.2979664456947177E+02   1.6985576032620784E+03   1.2552732439707892E+00   2.0153386791533048E+05
   1.9000000000000000E+03   3.5681590032357673E+02   4.5683219971243801E+02   1.6297842814942951E+03   1.2515234486185720E+00   2.1256833957167965E+05
