#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   4.9777909178763736E+01   5.1449150778266564E+01   1.5324122828961104E+03   5.2927887124140263E+00   1.7414688770119421E+04
   4.0000000000000000E+02   6.9322975678701823E+01   7.2449830225760422E+01   1.6062268785067133E+03   5.2970969806314345E+00   2.4095466703177597E+04
   5.0000000000000000E+02   8.7671686840786094E+01   9.2628378103763396E+01   1.6383683644651942E+03   5.3010817245430957E+00   3.0268959701581018E+04
   6.0000000000000000E+02   1.0463268413124480E+02   1.1178359193132437E+02   1.6356269151555985E+03   5.3044245825991689E+00   3.5973562045082850E+04
   7.0000000000000000E+02   1.2078606446324164E+02   1.3052828775551046E+02   1.6183162411833787E+03   5.3068724223065109E+00   4.1491509057828152E+04
   8.0000000000000000E+02   1.3653726143974802E+02   1.4934329718477204E+02   1.5922901683227296E+03   5.3083039375444061E+00   4.7027706285727829E+04
   9.0000000000000000E+02   1.5204203817902982E+02   1.6841380149233638E+02   1.5640329722798692E+03   5.3087085302155090E+00   5.2657652531275256E+04
   1.0000000000000000E+03   1.6729543598968957E+02   1.8775170006297157E+02   1.5354711108205224E+03   5.3081361389731301E+00   5.8383400650312302E+04
   1.1000000000000000E+03   1.8221555243076543E+02   2.0731447410918327E+02   1.5050814497413785E+03   5.3066576878471698E+00   6.4185186428333589E+04
   1.2000000000000000E+03   1.9685096644357236E+02   2.2706289488939274E+02   1.4794669722129518E+03   5.3043441726656289E+00   7.0045280956684932E+04
   1.3000000000000000E+03   2.1113861415292297E+02   2.4697732385340981E+02   1.4550314540173918E+03   5.3012589337346219E+00   7.5953776269657770E+04
   1.4000000000000000E+03   2.2512442105217042E+02   2.6705627720395501E+02   1.4337760192695318E+03   5.2974567772877892E+00   8.1907162257595744E+04
   1.5000000000000000E+03   2.3869145701352790E+02   2.8731033253985493E+02   1.4105328670516878E+03   5.2929859595732980E+00   8.7905398120306927E+04
   1.6000000000000000E+03   2.5197883566038578E+02   3.0775654735501729E+02   1.3903068826834203E+03   5.2878909995448771E+00   9.3949590179254883E+04
   1.7000000000000000E+03   2.6501956066757253E+02   3.2841467904978026E+02   1.3729182337639102E+03   5.2822153822948641E+00   1.0004072712494341E+05
