#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   1.0262265694496030E+01   1.0293820230878012E+01   3.3477886330464557E+03   7.8909065682162627E+00   1.9305781706825426E+04
   4.0000000000000000E+02   1.4140214424642220E+01   1.4199655378294391E+01   3.3779096644385909E+03   7.8919240287568302E+00   2.6012373840971857E+04
   5.0000000000000000E+02   1.7963552958712508E+01   1.8059746322842095E+01   3.3725529034855722E+03   7.8924351451002437E+00   3.2638802389253728E+04
   6.0000000000000000E+02   2.1647935100759671E+01   2.1788825046121090E+01   3.3478831247343510E+03   7.8934508384596755E+00   3.8999981697015028E+04
   7.0000000000000000E+02   2.5200420280318085E+01   2.5393734976507542E+01   3.3103163210510752E+03   7.8954103577388945E+00   4.5108951071911484E+04
   8.0000000000000000E+02   2.8654424453595123E+01   2.8908226739257927E+01   3.2637554741645622E+03   7.8983767909971476E+00   5.1035778625443272E+04
   9.0000000000000000E+02   3.2041451463273596E+01   3.2364087193718930E+01   3.2141273613413828E+03   7.9022257633104198E+00   5.6849666865155297E+04
   1.0000000000000000E+03   3.5385207792593825E+01   3.5783915532045306E+01   3.1758131619818405E+03   7.9067682913261681E+00   6.2602124954760751E+04
   1.1000000000000000E+03   3.8695043491785768E+01   3.9180189774532614E+01   3.1249938446566675E+03   7.9118127597687238E+00   6.8323916300490047E+04
   1.2000000000000000E+03   4.1975621509847905E+01   4.2556489197032832E+01   3.0752874066377053E+03   7.9171907886323476E+00   7.4027068289783492E+04
   1.3000000000000000E+03   4.5224026309103181E+01   4.5909938941076845E+01   3.0269631870554272E+03   7.9227653156353295E+00   7.9709389281644806E+04
   1.4000000000000000E+03   4.8433880110990252E+01   4.9234085255262919E+01   2.9799830702102345E+03   7.9284305962199797E+00   8.5359905944938262E+04
   1.5000000000000000E+03   5.1597867338399546E+01   5.2521465594378114E+01   2.9341714285566136E+03   7.9341086984558080E+00   9.0963931048648301E+04
   1.6000000000000000E+03   5.4709534591914149E+01   5.5765456975499681E+01   2.8893242958589776E+03   7.9397446800164513E+00   9.6506982185406319E+04
   1.7000000000000000E+03   5.7764303656967215E+01   5.8961329128586598E+01   2.8452695456801835E+03   7.9453015837109868E+00   1.0197732363414754E+05
   1.8000000000000000E+03   6.0759843133456179E+01   6.2106643492798320E+01   2.8018925670699637E+03   7.9507558618048524E+00   1.0736726779798542E+05
   1.9000000000000000E+03   6.3696012405008851E+01   6.5201211972660587E+01   2.7591405790206391E+03   7.9560935244449791E+00   1.1267355877206585E+05
   2.0000000000000000E+03   6.6574571682373900E+01   6.8246811748596926E+01   2.7170155485584796E+03   7.9613070949919296E+00   1.1789716417316873E+05
   2.1000000000000000E+03   6.9373494915332969E+01   7.1246798960848650E+01   2.6384608826719195E+03   7.9663933245338479E+00   1.2304273835767149E+05
   2.2000000000000000E+03   7.2118356595196062E+01   7.4205709220524540E+01   2.5638187501371672E+03   7.9713515544964650E+00   1.2811794576299688E+05
   2.3000000000000000E+03   7.4810035868099746E+01   7.7128890992113313E+01   2.4883034053459055E+03   7.9761825931784003E+00   1.3313275414268443E+05
   2.4000000000000000E+03   7.7457921701572971E+01   8.0022190878880664E+01   2.4172004446087426E+03   7.9808879795723602E+00   1.3809876074467061E+05
   2.5000000000000000E+03   8.0072322070191291E+01   8.2891694673155143E+01   2.3541870506350888E+03   7.9854695260059891E+00   1.4302858536862989E+05
   2.6000000000000000E+03   8.2654278655144481E+01   8.5743520639196703E+01   2.2941125636551933E+03   7.9899290546302915E+00   1.4793533815929998E+05
   2.7000000000000000E+03   8.5209889920871802E+01   8.8583658633952226E+01   2.2373210622654892E+03   7.9942682630033470E+00   1.5283217065875675E+05
   2.8000000000000000E+03   8.7744564916636094E+01   9.1417848114181808E+01   2.1837192715643364E+03   7.9984886720265118E+00   1.5773190621530524E+05
   2.9000000000000000E+03   9.0263394437984985E+01   9.4251488542987929E+01   2.1332142779806959E+03   8.0025916238979029E+00   1.6264674135272362E+05
   3.0000000000000000E+03   9.2771096319390082E+01   9.7089576543116706E+01   2.0857121001975106E+03   8.0065783073256682E+00   1.6758801971534581E+05
   3.1000000000000000E+03   9.5255945017011740E+01   9.9936664971183461E+01   2.0337814603059480E+03   8.0104497963302510E+00   1.7256606325700154E+05
   3.2000000000000000E+03   9.7736187702961502E+01   1.0279683988515642E+02   1.9853115520634967E+03   8.0142070920755337E+00   1.7759006167674222E+05
   3.3000000000000000E+03   1.0021524551517300E+02   1.0567371197166307E+02   1.9401267872862572E+03   8.0178511633901692E+00   1.8266800784178387E+05
   3.4000000000000000E+03   1.0269612056482248E+02   1.0857041956928647E+02   1.8980581154258387E+03   8.0213829816405156E+00   1.8780667104486391E+05
   3.5000000000000000E+03   1.0518141048475870E+02   1.1148964080763375E+02   1.8589425360806231E+03   8.0248035499551218E+00   1.9301160725248579E+05
   3.6000000000000000E+03   1.0767332855534141E+02   1.1443361279061351E+02   1.8226227713164408E+03   8.0281139254091425E+00   1.9828719380465415E+05
   3.7000000000000000E+03   1.1017087719054281E+02   1.1740415603936084E+02   1.7881957998598828E+03   8.0313152346598518E+00   2.0363668760786980E+05
   3.8000000000000000E+03   1.1268769930257372E+02   1.2040270268273528E+02   1.7586387052036673E+03   8.0344086836881363E+00   2.0906229287363481E+05
   3.9000000000000000E+03   1.1522627347467611E+02   1.2343032710474520E+02   1.7335840631164072E+03   8.0373955632831908E+00   2.1456524709226500E+05
   4.0000000000000000E+03   1.1776101337658297E+02   1.2648777801661969E+02   1.7068558089274597E+03   8.0402772494518633E+00   2.2014591211079856E+05
   4.1000000000000000E+03   1.2029870129931092E+02   1.2957551104547073E+02   1.6802937783021025E+03   8.0430552011264993E+00   2.2580386015349071E+05
   4.2000000000000000E+03   1.2284878573927359E+02   1.3269372113234195E+02   1.6558018783761070E+03   8.0457309556625880E+00   2.3153797719905389E+05
   4.3000000000000000E+03   1.2541150301979920E+02   1.3584237419044186E+02   1.6332476973686619E+03   8.0483061217986744E+00   2.3734654885505961E+05
   4.4000000000000000E+03   1.2797180727167012E+02   1.3902123755731441E+02   1.6101100744051919E+03   8.0507823720432867E+00   2.4322735111696259E+05
   4.5000000000000000E+03   1.3055916597567338E+02   1.4222990892697817E+02   1.5911084978721260E+03   8.0531614340794437E+00   2.4917773280180909E+05
   4.6000000000000000E+03   1.3314507228442534E+02   1.4546784351532455E+02   1.5717508811119953E+03   8.0554450821693138E+00   2.5519470259280282E+05
   4.7000000000000000E+03   1.3575640376268316E+02   1.4873437931936715E+02   1.5558393036017762E+03   8.0576351278218965E+00   2.6127499289389193E+05
   4.8000000000000000E+03   1.3838245124733757E+02   1.5202876034886833E+02   1.5416705250220730E+03   8.0597334118525801E+00   2.6741513874021970E+05
   4.9000000000000000E+03   1.4101691142389947E+02   1.5535015783446485E+02   1.5284045790828909E+03   8.0617417955420763E+00   2.7361152983534912E+05
   5.0000000000000000E+03   1.4366210570186365E+02   1.5869768938182003E+02   1.5163258515201678E+03   8.0636621534326203E+00   2.7986047510816081E+05
   5.1000000000000000E+03   1.4630977997812747E+02   1.6207043614626622E+02   1.5045369685467660E+03   8.0654963657967489E+00   2.8615824504715198E+05
   5.2000000000000000E+03   1.4896637428131385E+02   1.6546745807022810E+02   1.4937859600971742E+03   8.0672463126614140E+00   2.9250112536811997E+05
   5.3000000000000000E+03   1.5163126399058035E+02   1.6888780729988676E+02   1.4839977644693595E+03   8.0689138675046514E+00   2.9888544783257018E+05
   5.4000000000000000E+03   1.5430381660453432E+02   1.7233053985935518E+02   1.4751022491404274E+03   8.0705008924257893E+00   3.0530763416003936E+05
   5.5000000000000000E+03   1.5698339986813409E+02   1.7579472571185883E+02   1.4670339533956726E+03   8.0720092335612019E+00   3.1176421976055607E+05
   5.6000000000000000E+03   1.5966938886359051E+02   1.7927945732049980E+02   1.4597318438261054E+03   8.0734407170730691E+00   3.1825188534395245E+05
   5.7000000000000000E+03   1.6236117188799057E+02   1.8278385682621530E+02   1.4531390601323503E+03   8.0747971458749976E+00   3.2476747896488378E+05
   5.8000000000000000E+03   1.6505815585737662E+02   1.8630708196480865E+02   1.4472027064711181E+03   8.0760802968486800E+00   3.3130803578441520E+05
   5.9000000000000000E+03   1.6775977026975849E+02   1.8984833084077044E+02   1.4418736008421424E+03   8.0772919183880774E+00   3.3787079303789762E+05
   6.0000000000000000E+03   1.7046547120144902E+02   1.9340684566562035E+02   1.4371060954288284E+03   8.0784337286803023E+00   3.4445320988700038E+05
   6.1000000000000000E+03   1.7316800393139567E+02   1.9698191557296678E+02   1.4323965606224494E+03   8.0795074142321752E+00   3.5105297539223457E+05
   6.2000000000000000E+03   1.7587311324164475E+02   2.0057287860856317E+02   1.4281664650941368E+03   8.0805146288878262E+00   3.5766802264841547E+05
   6.3000000000000000E+03   1.7858033335616452E+02   2.0417912299582517E+02   1.4243789008083411E+03   8.0814569926826643E+00   3.6429652935925341E+05
   6.4000000000000000E+03   1.8128910547602533E+02   2.0780008775033684E+02   1.4209919359570938E+03   8.0823360920889691E+00   3.7093693436338840E+05
   6.5000000000000000E+03   1.8399901373832995E+02   2.1143526274807496E+02   1.4179737106676741E+03   8.0831534790335429E+00   3.7758793410477520E+05
   6.6000000000000000E+03   1.8670872719103016E+02   2.1508418829317105E+02   1.4152402630773101E+03   8.0839106718800480E+00   3.8424849305779522E+05
   6.7000000000000000E+03   1.8941068132033587E+02   2.1874645428419888E+02   1.4123682711008357E+03   8.0846091547741139E+00   3.9091783803915966E+05
   6.8000000000000000E+03   1.9214244317622652E+02   2.2242169901045725E+02   1.4114167434380188E+03   8.0852503788712600E+00   3.9759546727337834E+05
   6.9000000000000000E+03   1.9484137118151676E+02   2.2610960765782087E+02   1.4089539724042652E+03   8.0858357625824908E+00   4.0428114421853534E+05
   7.0000000000000000E+03   1.9758606168018099E+02   2.2980991056039539E+02   1.4091189209425386E+03   8.0863666924747477E+00   4.1097490020281286E+05
   7.1000000000000000E+03   2.0028806958547617E+02   2.3352238124808028E+02   1.4073331026082319E+03   8.0868445241713989E+00   4.1767703139689227E+05
   7.2000000000000000E+03   2.0302350743588954E+02   2.3724683433104181E+02   1.4074226208782848E+03   8.0872705830889924E+00   4.2438809214708459E+05
