#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   7.2581050133964524E+01   7.2790460397001709E+01   2.5228983425759354E+04  -3.7364050332756973E+00   1.2668104975198583E+05
   4.0000000000000000E+02   9.1881968436089480E+01   9.2234530151599415E+01   2.4037465825945463E+04  -3.7304076021476695E+00   1.5797978143033184E+05
   5.0000000000000000E+02   1.0946635699474733E+02   1.0999583296937092E+02   2.2741056623616390E+04  -3.7260138683639781E+00   1.8707637476851293E+05
   6.0000000000000000E+02   1.2568102058273931E+02   1.2641742517711836E+02   2.1575464271918816E+04  -3.7223443933292875E+00   2.1381461954551795E+05
   7.0000000000000000E+02   1.4081961412576979E+02   1.4179979454722422E+02   2.0371955931973971E+04  -3.7189747046805697E+00   2.3840987535247958E+05
   8.0000000000000000E+02   1.5506219714102721E+02   1.5631748135523662E+02   1.9309517188312650E+04  -3.7157007167219960E+00   2.6109071465696261E+05
   9.0000000000000000E+02   1.6851830209895391E+02   1.7007734140854200E+02   1.8383849992367504E+04  -3.7124209501906269E+00   2.8204063520011347E+05
   1.0000000000000000E+03   1.8126855113542473E+02   1.8316053425075191E+02   1.7548383175228719E+04  -3.7090833171555913E+00   3.0141156959823758E+05
   1.1000000000000000E+03   1.9338663968311528E+02   1.9563913392827786E+02   1.6796488950928957E+04  -3.7056608023141693E+00   3.1933858277377958E+05
   1.2000000000000000E+03   2.0494020004067352E+02   2.0758034568346224E+02   1.6113337415713537E+04  -3.7021400266481193E+00   3.3594800291356025E+05
   1.3000000000000000E+03   2.1598700045800331E+02   2.1904685379312627E+02   1.5461941383749005E+04  -3.6985156617586195E+00   3.5136133024642314E+05
   1.4000000000000000E+03   2.2658189579526046E+02   2.3009677679490957E+02   1.4832867430725069E+04  -3.6947875204829144E+00   3.6569697582912573E+05
   1.5000000000000000E+03   2.3676242461045479E+02   2.4078408919651406E+02   1.4175380255081960E+04  -3.6909588672296616E+00   3.7907083390795987E+05
   1.6000000000000000E+03   2.4663994713150871E+02   2.5115940101983915E+02   1.3706510326184194E+04  -3.6870352869510370E+00   3.9159611854220869E+05
   1.7000000000000000E+03   2.5618078673336299E+02   2.6127079554608792E+02   1.3149792154802997E+04  -3.6830238261104351E+00   4.0338270726770518E+05
   1.8000000000000000E+03   2.6548019798550058E+02   2.7116450625105608E+02   1.2664479729643208E+04  -3.6789322928218811E+00   4.1453618732928863E+05
   1.9000000000000000E+03   2.7456646337727040E+02   2.8088533935288712E+02   1.2204970399521017E+04  -3.6747686796783623E+00   4.2515678683991946E+05
   2.0000000000000000E+03   2.8350234623437427E+02   2.9047684212967067E+02   1.1807429168615705E+04  -3.6705407012701849E+00   4.3533836636488221E+05
   2.1000000000000000E+03   2.9216212505998868E+02   2.9998126789796339E+02   1.1208794432250077E+04  -3.6662554451877001E+00   4.4516758558196924E+05
   2.2000000000000000E+03   3.0069124822783567E+02   3.0943940617866826E+02   1.0636035816647376E+04  -3.6619191322835603E+00   4.5472333647208120E+05
   2.3000000000000000E+03   3.0918951155844900E+02   3.1889034416577016E+02   1.0163823430878403E+04  -3.6575369771367283E+00   4.6407646081253997E+05
   2.4000000000000000E+03   3.1763714040737665E+02   3.2837121328938434E+02   9.7169913347776801E+03  -3.6531131344395971E+00   4.7328976162166888E+05
   2.5000000000000000E+03   3.2607170486315727E+02   3.3791695924422743E+02   9.3020508853761585E+03  -3.6486507148281713E+00   4.8241823989907751E+05
   2.6000000000000000E+03   3.3453749325485876E+02   3.4756015900246092E+02   8.9284257617801886E+03  -3.6441518522912486E+00   4.9150954058221373E+05
   2.7000000000000000E+03   3.4302685268950250E+02   3.5733089604481711E+02   8.5691919126791327E+03  -3.6396178065737241E+00   5.0060451011196320E+05
   2.8000000000000000E+03   3.5162256704939040E+02   3.6725669582256393E+02   8.2598617438017918E+03  -3.6350490857082538E+00   5.0973783944173489E+05
   2.9000000000000000E+03   3.6024943143774254E+02   3.7736251731655352E+02   7.9438993803874573E+03  -3.6304455768080151E+00   5.1893873692953889E+05
   3.0000000000000000E+03   3.6898791233693464E+02   3.8767079291675299E+02   7.6565193435362335E+03  -3.6258066756852529E+00   5.2823158942231233E+05
   3.1000000000000000E+03   3.7776612222669775E+02   3.9820150725029981E+02   7.3611061932542325E+03  -3.6211314088797693E+00   5.3763658377478365E+05
   3.2000000000000000E+03   3.8662963298668450E+02   4.0897230535681558E+02   7.0770769808721880E+03  -3.6164185439248584E+00   5.4717029643093294E+05
   3.3000000000000000E+03   3.9556729127486585E+02   4.1999862126959727E+02   6.8001912704146634E+03  -3.6116666854395119E+00   5.5684620792213373E+05
   3.4000000000000000E+03   4.0487392318377096E+02   4.3129381925724999E+02   6.6093984685610731E+03  -3.6068743563129866E+00   5.6667516202060133E+05
   3.5000000000000000E+03   4.1418478117112920E+02   4.4286934134498466E+02   6.3947203694467507E+03  -3.6020400641495298E+00   5.7666576090898179E+05
   3.6000000000000000E+03   4.2358548667345627E+02   4.5473485613541629E+02   6.1837234162551249E+03  -3.5971623539586832E+00   5.8682470981085056E+05
   3.7000000000000000E+03   4.3308380731651118E+02   4.6689840521170538E+02   5.9798475080441776E+03  -3.5922398483911304E+00   5.9715710386626492E+05
   3.8000000000000000E+03   4.4271529273570388E+02   4.7936654450069409E+02   5.7903315673121424E+03  -3.5872712770087674E+00   6.0766667637465126E+05
   3.9000000000000000E+03   4.5252615625244368E+02   4.9214447890489134E+02   5.6213447326734167E+03  -3.5822554963921411E+00   6.1835598118648701E+05
   4.0000000000000000E+03   4.6250895304143540E+02   5.0523618916216526E+02   5.4690235574274684E+03  -3.5771915024061931E+00   6.2922658697426657E+05
   4.1000000000000000E+03   4.7276310764571167E+02   5.1864455047037734E+02   5.3441215957592458E+03  -3.5720784362597580E+00   6.4027919703249971E+05
   4.2000000000000000E+03   4.8305678809961609E+02   5.3237144274462173E+02   5.2147914460599422E+03  -3.5669155854910102E+00   6.5151376496844250E+05
   4.3000000000000000E+03   4.9325660346528656E+02   5.4641785266774059E+02   5.0699375602190166E+03  -3.5617023811578834E+00   6.6292960739732650E+05
   4.4000000000000000E+03   5.0389785292369169E+02   5.6078396783785354E+02   4.9674307653795349E+03  -3.5564383922188725E+00   6.7452544801409298E+05
   4.5000000000000000E+03   5.1474370549985554E+02   5.7546926335427440E+02   4.8779985147340440E+03  -3.5511233175865184E+00   6.8629951363170228E+05
   4.6000000000000000E+03   5.2549293928434179E+02   5.9047258134272772E+02   4.7751751549785349E+03  -3.5457569770486614E+00   6.9824957259225857E+05
   4.7000000000000000E+03   5.3625726486175756E+02   6.0579220379830190E+02   4.6719027190045072E+03  -3.5403393012042228E+00   7.1037297408415680E+05
   4.8000000000000000E+03   5.4714320482276742E+02   6.2142591917108405E+02   4.5772286588892794E+03  -3.5348703208957923E+00   7.2266669513845886E+05
   4.9000000000000000E+03   5.5811053154654667E+02   6.3737108311130419E+02   4.4880272337874703E+03  -3.5293501566212604E+00   7.3512737723763974E+05
   5.0000000000000000E+03   5.6914629398840339E+02   6.5362467373484060E+02   4.4035889636159018E+03  -3.5237790081341158E+00   7.4775134394801082E+05
   5.1000000000000000E+03   5.8024252587790647E+02   6.7018334172406765E+02   4.3236084901476524E+03  -3.5181571442744302E+00   7.6053463554811466E+05
   5.2000000000000000E+03   5.9161301854659689E+02   6.8704345562312790E+02   4.2592684798029140E+03  -3.5124848934497837E+00   7.7347300244724099E+05
   5.3000000000000000E+03   6.0294539632724195E+02   7.0420114255055637E+02   4.1932912730979160E+03  -3.5067626344307135E+00   7.8656198923935893E+05
   5.4000000000000000E+03   6.1434056310990445E+02   7.2165232470009300E+02   4.1313299582099226E+03  -3.5009907880896742E+00   7.9979687952368043E+05
   5.5000000000000000E+03   6.2589107806499760E+02   7.3939275180917025E+02   4.0772907682962418E+03  -3.4951698096012978E+00   8.1317277198098809E+05
   5.6000000000000000E+03   6.3722564283493648E+02   7.5741802989372036E+02   4.0156136574419133E+03  -3.4893001813764575E+00   8.2668456386299699E+05
   5.7000000000000000E+03   6.4922848927250448E+02   7.7572364649342035E+02   3.9813531377042141E+03  -3.4833824066882904E+00   8.4032698975658068E+05
   5.8000000000000000E+03   6.6086490695377972E+02   7.9430499266855225E+02   3.9338126340450403E+03  -3.4774170039481720E+00   8.5409461401810416E+05
   5.9000000000000000E+03   6.7253776266733439E+02   8.1315738198749921E+02   3.8890664689765526E+03  -3.4714045015897517E+00   8.6798187758367718E+05
