#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   2.0681671346994403E+02   2.1032411945942081E+02   1.2401912775585493E+04   1.8385244931509759E+00   1.0812546062598936E+05
   4.0000000000000000E+02   2.6199460340748186E+02   2.6785231201696115E+02   1.1980087255466788E+04   1.8445766528977319E+00   1.3418455071181498E+05
   5.0000000000000000E+02   3.1152079720003127E+02   3.2021509402467717E+02   1.1473459369741855E+04   1.8525758681598194E+00   1.5743665754683121E+05
   6.0000000000000000E+02   3.5592652272326035E+02   3.6785860270829215E+02   1.0972993265218211E+04   1.8618602622360323E+00   1.7852101949720341E+05
   7.0000000000000000E+02   3.9570827020498450E+02   4.1113156167882846E+02   1.0548212706380027E+04   1.8720893510227248E+00   1.9773998587590753E+05
   8.0000000000000000E+02   4.3157311377988594E+02   4.5073716538614048E+02   1.0150569720785397E+04   1.8830960233842482E+00   2.1536760359300286E+05
   9.0000000000000000E+02   4.6427504444850359E+02   4.8751468447886015E+02   9.7394323453403213E+03   1.8947773242976622E+00   2.3171669386603680E+05
   1.0000000000000000E+03   4.9472603778483284E+02   5.2218005110193678E+02   9.4097742544256180E+03   1.9070340689644334E+00   2.4712425487076983E+05
   1.1000000000000000E+03   5.2332413563288480E+02   5.5521336198386223E+02   9.1114331076622711E+03   1.9197446460789078E+00   2.6191972711392134E+05
   1.2000000000000000E+03   5.5017694622031922E+02   5.8686392944902207E+02   8.8009145515815726E+03   1.9327614348108086E+00   2.7639186289161467E+05
   1.3000000000000000E+03   5.7556666757885375E+02   6.1721210497237485E+02   8.5302673397673607E+03   1.9459210421613420E+00   2.9075931898996362E+05
   1.4000000000000000E+03   5.9916686558418974E+02   6.4624279161817719E+02   8.2251651848693800E+03   1.9590610029810627E+00   3.0515228554185823E+05
   1.5000000000000000E+03   6.2143295934640150E+02   6.7390663492222859E+02   7.9809121405594269E+03   1.9720365923745775E+00   3.1961198158677359E+05
