#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   2.2796884564383245E+01   2.2857320815123831E+01   8.6219065161747676E+03   5.7874950541720793E-01   7.3133078368026356E+04
   4.0000000000000000E+02   3.1593700299387869E+01   3.1713292143234749E+01   8.3779981581613956E+03   5.8411932515582599E-01   1.0029389595872295E+05
   5.0000000000000000E+02   4.0855115186087261E+01   4.1059535091715262E+01   8.2061090406328331E+03   5.8736031191402727E-01   1.2735820051156133E+05
   6.0000000000000000E+02   5.0657443614354506E+01   5.0978311701596603E+01   8.0482636113019480E+03   5.8827539277414698E-01   1.5404905103255712E+05
   7.0000000000000000E+02   6.1258004133302720E+01   6.1737084527111051E+01   7.8940625164737412E+03   5.8709965730643787E-01   1.8098788591358584E+05
   8.0000000000000000E+02   7.3044995578986899E+01   7.3739812207634571E+01   7.7521522004812450E+03   5.8426797719996604E-01   2.0929268872467952E+05
   9.0000000000000000E+02   8.6418581658222010E+01   8.7408178986081012E+01   7.6330954426156259E+03   5.8024143829828545E-01   2.4005033395516890E+05
   1.0000000000000000E+03   1.0168087904586136E+02   1.0307023942435502E+02   7.5432355135234957E+03   5.7542986338749391E-01   2.7403669317811227E+05
   1.1000000000000000E+03   1.1896680155938263E+02   1.2088844895177402E+02   7.4840536168136323E+03   5.7016683881489783E-01   3.1160576997732907E+05
   1.2000000000000000E+03   1.3822524883637158E+02   1.4083713808263090E+02   7.4533208039945057E+03   5.6470595415968028E-01   3.5269154182436626E+05
   1.3000000000000000E+03   1.5924413381730383E+02   1.6272404264621210E+02   7.4464161265327275E+03   5.5922659353836945E-01   3.9689373946076608E+05
   1.4000000000000000E+03   1.8170199931173815E+02   1.8623961122069096E+02   7.4576914881312505E+03   5.5384514982033473E-01   4.4360645770452567E+05
   1.5000000000000000E+03   2.0522790806770459E+02   2.1101469704506778E+02   7.4836157004350889E+03   5.4862881775937211E-01   4.9214492307074199E+05
   1.6000000000000000E+03   2.2944478911247182E+02   2.3667151793349498E+02   7.5141945776638595E+03   5.4360936867026288E-01   5.4184154001023178E+05
   1.7000000000000000E+03   2.5401368844242981E+02   2.6286026620463309E+02   7.5475633129989319E+03   5.3879506495416241E-01   5.9210336119503703E+05
   1.8000000000000000E+03   2.7864640765163358E+02   2.8928030744296558E+02   7.5801841332986505E+03   5.3417989849592462E-01   6.4243705454226141E+05
   1.9000000000000000E+03   3.0311355707960382E+02   3.1568868826838008E+02   7.6094252850602043E+03   5.2975015571492712E-01   6.9245216785222501E+05
   2.0000000000000000E+03   3.2724281248055161E+02   3.4189990023786430E+02   7.6334594425033292E+03   5.2548874942346968E-01   7.4185246655685792E+05
   2.1000000000000000E+03   3.5068598571404146E+02   3.6778054117182859E+02   7.5448280550947957E+03   5.2137788212706393E-01   7.9042218920531461E+05
   2.2000000000000000E+03   3.7353765276220133E+02   3.9324160812946104E+02   7.4548761673093650E+03   5.1740055659027806E-01   8.3801125278564787E+05
   2.3000000000000000E+03   3.9575176915293503E+02   4.1823020494387936E+02   7.3632945396678651E+03   5.1354133685294912E-01   8.8452146644202387E+05
   2.4000000000000000E+03   4.1730905226162429E+02   4.4272168541983541E+02   7.2700757063628016E+03   5.0978664720964606E-01   9.2989460588959907E+05
   2.5000000000000000E+03   4.3821008573532316E+02   4.6671272665447196E+02   7.1754131324589498E+03   5.0612480199812804E-01   9.7410253111315984E+05
   2.6000000000000000E+03   4.5846960781329585E+02   4.9021550022290376E+02   7.0796216792813730E+03   5.0254588973013081E-01   1.0171392440458310E+06
   2.7000000000000000E+03   4.7811193962531041E+02   5.1325292619641527E+02   6.9830808980164493E+03   4.9904158767300555E-01   1.0590146390931392E+06
   2.8000000000000000E+03   4.9716741410032802E+02   5.3585490549358542E+02   6.8861946873002107E+03   4.9560495208274602E-01   1.0997496584981971E+06
   2.9000000000000000E+03   5.1566964890240547E+02   5.5805539224606332E+02   6.7893637220044420E+03   4.9223020949736590E-01   1.1393726004963350E+06
   3.0000000000000000E+03   5.3365416396160583E+02   5.7989016441497654E+02   6.6930702882167716E+03   4.8891256253488707E-01   1.1779163498476390E+06
   3.1000000000000000E+03   5.5098874942355224E+02   6.0139516230765412E+02   6.5738057804502068E+03   4.8564801637063670E-01   1.2154163205448582E+06
   3.2000000000000000E+03   5.6785459447499113E+02   6.2260528190314733E+02   6.4574398328244952E+03   4.8243322776795544E-01   1.2519089686864701E+06
   3.3000000000000000E+03   5.8428304938440363E+02   6.4355352815887068E+02   6.3440928038654456E+03   4.7926537625297749E-01   1.2874307322927613E+06
   3.4000000000000000E+03   6.0030304270490285E+02   6.6427045043842872E+02   6.2338554383555156E+03   4.7614205582075986E-01   1.3220173018188616E+06
   3.5000000000000000E+03   6.1594084488793465E+02   6.8478379694589159E+02   6.1267900031557356E+03   4.7306118500767269E-01   1.3557031402435228E+06
   3.6000000000000000E+03   6.3121998410853530E+02   7.0511833739248902E+02   6.0229323921913337E+03   4.7002093298741709E-01   1.3885211829274744E+06
   3.7000000000000000E+03   6.4616127399630307E+02   7.2529581322266733E+02   5.9222947562194931E+03   4.6701965943680718E-01   1.4205026741958589E+06
   3.8000000000000000E+03   6.6078292137423477E+02   7.4533498290408988E+02   5.8248683532320229E+03   4.6405586607527299E-01   1.4516771043285099E+06
   3.9000000000000000E+03   6.7510100155240286E+02   7.6525173636390412E+02   5.7306489485549628E+03   4.6112815804343338E-01   1.4820722069524063E+06
   4.0000000000000000E+03   6.8913053411329133E+02   7.8505925795526082E+02   5.6396904292872277E+03   4.5823521344883644E-01   1.5117140084623578E+06
   4.1000000000000000E+03   7.0277943816079676E+02   8.0476822160342579E+02   5.5454584272619340E+03   4.5537575967328359E-01   1.5406268998717049E+06
   4.2000000000000000E+03   7.1615086806761701E+02   8.2438700523583213E+02   5.4546058725817011E+03   4.5254855524822940E-01   1.5688337353815150E+06
   4.3000000000000000E+03   7.2925278090731604E+02   8.4392191441480020E+02   5.3670275873799219E+03   4.4975237624776915E-01   1.5963559296841517E+06
   4.4000000000000000E+03   7.4209178145017779E+02   8.6337740737258241E+02   5.2826150949731018E+03   4.4698600641504715E-01   1.6232135609977823E+06
   4.5000000000000000E+03   7.5467332915665384E+02   8.8275631554727556E+02   5.2012579208326688E+03   4.4424823019353099E-01   1.6494254746737466E+06
   4.6000000000000000E+03   7.6700219128214451E+02   9.0206005523055956E+02   5.1228563728373056E+03   4.4153782816504000E-01   1.6750093777544592E+06
   4.7000000000000000E+03   7.7908156507450758E+02   9.2128882721086836E+02   5.0472748761652529E+03   4.3885357436680955E-01   1.6999819295481266E+06
   4.8000000000000000E+03   7.9091481729431382E+02   9.4044180232084409E+02   4.9744155285853785E+03   4.3619423504866145E-01   1.7243588235659823E+06
   4.9000000000000000E+03   8.0250456010262792E+02   9.5951729161360959E+02   4.9041692008484570E+03   4.3355856859409497E-01   1.7481548664580442E+06
   5.0000000000000000E+03   8.1385303553532310E+02   9.7851290056743710E+02   4.8364286845611450E+03   4.3094532629951987E-01   1.7713840388621318E+06
   5.1000000000000000E+03   8.2489184510543498E+02   9.9742566724104802E+02   4.7687362907852630E+03   4.2835325376504330E-01   1.7940595626898694E+06
   5.2000000000000000E+03   8.3568811562537121E+02   1.0162521846930019E+03   4.7034267537921123E+03   4.2578109277351034E-01   1.8161939524684667E+06
   5.3000000000000000E+03   8.4624344040321512E+02   1.0349887082968332E+03   4.6403939821222175E+03   4.2322758347531797E-01   1.8377990651246519E+06
   5.4000000000000000E+03   8.5655936277912895E+02   1.0536312488025430E+03   4.5795355658759909E+03   4.2069146673598423E-01   1.8588861430026935E+06
   5.5000000000000000E+03   8.6663742027989929E+02   1.0721756521239411E+03   4.5207528200819588E+03   4.1817148665139731E-01   1.8794658541057534E+06
   5.6000000000000000E+03   8.7647917817206348E+02   1.0906176669638862E+03   4.4639507910683587E+03   4.1566639301374941E-01   1.8995483270415626E+06
