#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   9.8719640271856022E+01   1.0172190381354521E+02   3.3447928913634173E+03   4.1727281996084491E+00   2.9691225588045218E+04
   4.0000000000000000E+02   1.3621631705803526E+02   1.4186886419362773E+02   3.4187869153676611E+03   4.1562647880301506E+00   3.7270720385661451E+04
   5.0000000000000000E+02   1.7058676803447051E+02   1.7946768161345733E+02   3.4472592825941883E+03   4.1451166412969735E+00   4.5285478038677327E+04
   6.0000000000000000E+02   2.0412371555029711E+02   2.1710151547035306E+02   3.4147211593949169E+03   4.1363457856718844E+00   5.3628981398870965E+04
   7.0000000000000000E+02   2.3744092710340561E+02   2.5556106316798761E+02   3.3487969159760646E+03   4.1292223819580594E+00   6.2433724968089526E+04
   8.0000000000000000E+02   2.7019129625321079E+02   2.9451117774095911E+02   3.2719878554908551E+03   4.1237242467917801E+00   7.1635921792689376E+04
   9.0000000000000000E+02   3.0203875373427849E+02   3.3361142450070179E+02   3.1914810005515437E+03   4.1198607626691741E+00   8.1099649732959122E+04
   1.0000000000000000E+03   3.3287868054658310E+02   3.7276789139505672E+02   3.1107781076212150E+03   4.1175161609932651E+00   9.0714294132274765E+04
   1.1000000000000000E+03   3.6273285798053769E+02   4.1202289191022817E+02   3.0321391409304279E+03   4.1164890553126270E+00   1.0041503004993724E+05
   1.2000000000000000E+03   3.9164618029684897E+02   4.5143668874835714E+02   2.9570488589764077E+03   4.1165603492129463E+00   1.1016819230497522E+05
   1.3000000000000000E+03   4.1964633019425185E+02   4.9103884222150265E+02   2.8863341864540721E+03   4.1175333604963349E+00   1.1995521863511883E+05
   1.4000000000000000E+03   4.4674059193268562E+02   5.3082353663510639E+02   2.8203153660642633E+03   4.1192469372539415E+00   1.2976381396341245E+05
   1.5000000000000000E+03   4.7292445389333733E+02   5.7076015569637298E+02   2.7589768352682067E+03   4.1215744662248479E+00   1.3958438740656138E+05
   1.6000000000000000E+03   4.9819065127110235E+02   6.1080542214173704E+02   2.7021104665414809E+03   4.1244178999255974E+00   1.4940891797568405E+05
   1.7000000000000000E+03   5.2253547410537726E+02   6.5091284499046481E+02   2.6494159345483345E+03   4.1277011127464363E+00   1.5923066761974286E+05
   1.8000000000000000E+03   5.4596224900390519E+02   6.9103897578069757E+02   2.6005631761119789E+03   4.1313641329333946E+00   1.6904410229996475E+05
   1.9000000000000000E+03   5.6848269816211007E+02   7.3114705607556652E+02   2.5552275650469164E+03   4.1353585878869934E+00   1.7884482277074494E+05
   2.0000000000000000E+03   5.9011690498077280E+02   7.7120877515199243E+02   2.5131074910011862E+03   4.1396442671560818E+00   1.8862946652448823E+05
   2.1000000000000000E+03   6.0877491165968661E+02   8.1120474003382765E+02   2.4395668262844674E+03   4.1441865963546070E+00   1.9839559001682961E+05
   2.2000000000000000E+03   6.2634573803841124E+02   8.5112411182766130E+02   2.3716603648214436E+03   4.1489548188096510E+00   2.0814154551646873E+05
   2.3000000000000000E+03   6.4288305003846028E+02   8.9096373775454390E+02   2.3088676933080478E+03   4.1539207171418617E+00   2.1786636243080680E+05
   2.4000000000000000E+03   6.5844567633865074E+02   9.3072701335546139E+02   2.2507351569147490E+03   4.1590577440117755E+00   2.2756963999402046E+05
   2.5000000000000000E+03   6.7309568122687210E+02   9.7042263855097031E+02   2.1968653392616670E+03   4.1643404624958116E+00   2.3725145105722346E+05
   2.6000000000000000E+03   6.8688207433750267E+02   1.0100633790118275E+03   2.1467653572570957E+03   4.1697442195041621E+00   2.4691225925158142E+05
   2.7000000000000000E+03   6.9928126361836962E+02   1.0496649055059677E+03   2.0948780529358669E+03   4.1752449931119449E+00   2.5655284678472084E+05
   2.8000000000000000E+03   7.1153583671694901E+02   1.0892447555808410E+03   2.0519416933097314E+03   4.1808193666021589E+00   2.6617425212273531E+05
   2.9000000000000000E+03   7.2313118874519068E+02   1.1288214410834637E+03   2.0120917026399452E+03   4.1864445914010036E+00   2.7577771572245558E+05
   3.0000000000000000E+03   7.3408858062712284E+02   1.1684137101794006E+03   1.9748319950426146E+03   4.1920987076212342E+00   2.8536463337184605E+05
   3.1000000000000000E+03   7.4433390308395667E+02   1.2080399618047882E+03   1.9391273478979813E+03   4.1977606968604206E+00   2.9493651418034878E+05
   3.2000000000000000E+03   7.5325995630023363E+02   1.2477178033982373E+03   1.9007805489969226E+03   4.2034106461390355E+00   3.0449494395903143E+05
   3.3000000000000000E+03   7.6170346427315997E+02   1.2874637379000173E+03   1.8652333363256596E+03   4.2090299065220629E+00   3.1404155222297460E+05
   3.4000000000000000E+03   7.6971441017472432E+02   1.3272929634124719E+03   1.8322737030139574E+03   4.2146012335048724E+00   3.2357798294769548E+05
   3.5000000000000000E+03   7.7733887584389208E+02   1.3672192675420069E+03   1.8017087928685075E+03   4.2201089003420975E+00   3.3310586801459856E+05
   3.6000000000000000E+03   7.8461913558074275E+02   1.4072549986061836E+03   1.7733626765134593E+03   4.2255387783451726E+00   3.4262680441414134E+05
   3.7000000000000000E+03   7.9159380411917641E+02   1.4474110965056673E+03   1.7470744814273687E+03   4.2308783817760363E+00   3.5214233431270852E+05
   3.8000000000000000E+03   7.9829802210244270E+02   1.4876971676457104E+03   1.7226968064822461E+03   4.2361168772292226E+00   3.6165392848450242E+05
   3.9000000000000000E+03   8.0476366542201583E+02   1.5281215901459252E+03   1.7000943655462600E+03   4.2412450595188460E+00   3.7116297300737555E+05
   4.0000000000000000E+03   8.1101956749104761E+02   1.5686916375294654E+03   1.6791428161413705E+03   4.2462552979636090E+00   3.8067075902172591E+05
   4.1000000000000000E+03   8.1663261726921382E+02   1.6094136113919183E+03   1.6578344580448609E+03   4.2511414575450885E+00   3.9017847616601846E+05
   4.2000000000000000E+03   8.2207221893105407E+02   1.6502929754043548E+03   1.6380415457756321E+03   4.2558988004715657E+00   3.9968720834058878E+05
   4.3000000000000000E+03   8.2735454720030521E+02   1.6913344850562619E+03   1.6196363083621543E+03   4.2605238733991051E+00   4.0919793227534060E+05
   4.4000000000000000E+03   8.3235512960628819E+02   1.7325423091496280E+03   1.6019895762258925E+03   4.2650143854970963E+00   4.1871151862322510E+05
   4.5000000000000000E+03   8.3642165641753365E+02   1.7739201404018108E+03   1.5826641296330783E+03   4.2693690822325046E+00   4.2822873458954442E+05
   4.6000000000000000E+03   8.4140747601470810E+02   1.8154712937949816E+03   1.5682248854805246E+03   4.2735876187874879E+00   4.3775024786488793E+05
   4.7000000000000000E+03   8.4616171238857726E+02   1.8571987921404864E+03   1.5543351887640042E+03   4.2776704364749643E+00   4.4727663246266328E+05
   4.8000000000000000E+03   8.5092218370601574E+02   1.8991054389324975E+03   1.5417065089779971E+03   4.2816186449343805E+00   4.5680837369140907E+05
   4.9000000000000000E+03   8.5562369880563051E+02   1.9411938792051037E+03   1.5300083928365864E+03   4.2854339117792115E+00   4.6634587548807223E+05
   5.0000000000000000E+03   8.6151415153363962E+02   1.9834666492159074E+03   1.5230453971309166E+03   4.2891183612167705E+00   4.7588946591577429E+05
   5.1000000000000000E+03   8.6587427038962483E+02   2.0259262161210906E+03   1.5121714081010064E+03   4.2926744822117726E+00   4.8543940423723194E+05
