#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   1.5056032644703939E+02   1.5184210590628504E+02   1.7835671237164857E+04   1.7601803338035908E+00   1.4439949795392237E+05
   4.0000000000000000E+02   2.0317729400379704E+02   2.0555025619893132E+02   1.7599582885020558E+04   1.7564793748617036E+00   1.9276854726283613E+05
   5.0000000000000000E+02   2.5389155692656638E+02   2.5764982371982421E+02   1.7405660237701570E+04   1.7510984483226244E+00   2.4139587041065813E+05
   6.0000000000000000E+02   3.0226654510841263E+02   3.0766194410945337E+02   1.7236151189071221E+04   1.7439328958505820E+00   2.9070939616226655E+05
   7.0000000000000000E+02   3.4805619712383822E+02   3.5530211695635387E+02   1.7066860594142567E+04   1.7354369661922184E+00   3.4037054914534412E+05
   8.0000000000000000E+02   3.9078558230056899E+02   3.9998274671659721E+02   1.6995182810195802E+04   1.7263690885054142E+00   3.8873018316828040E+05
   9.0000000000000000E+02   4.2979713774143153E+02   4.4101629681091430E+02   1.6894986593268295E+04   1.7175406796775123E+00   4.3360523008582101E+05
   1.0000000000000000E+03   4.6457487123158603E+02   4.7792419761214376E+02   1.6632417714162239E+04   1.7096202359772601E+00   4.7341826395074889E+05
   1.1000000000000000E+03   4.9514926618439176E+02   5.1058663988211714E+02   1.6376917797775135E+04   1.7030185752186393E+00   5.0778683528671326E+05
   1.2000000000000000E+03   5.2160389802446412E+02   5.3921805413716208E+02   1.5967738512340795E+04   1.6978852397900712E+00   5.3731256257013907E+05
   1.3000000000000000E+03   5.4450190884286792E+02   5.6424296675317862E+02   1.5563065254360174E+04   1.6941837287497763E+00   5.6303059860757575E+05
   1.4000000000000000E+03   5.6417103677030138E+02   5.8616389959769219E+02   1.5036546062638570E+04   1.6917806569922358E+00   5.8599131354151596E+05
   1.5000000000000000E+03   5.8126417784042007E+02   6.0547323179482692E+02   1.4537532154144250E+04   1.6905100423415926E+00   6.0708186559300125E+05
   1.6000000000000000E+03   5.9619689874472203E+02   6.2261248124636870E+02   1.4052297745684866E+04   1.6902079853881842E+00   6.2699717423902499E+05
   1.7000000000000000E+03   6.0922028303070977E+02   6.3796198338682336E+02   1.3522490850096212E+04   1.6907271647334920E+00   6.4626742517589522E+05
