#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce  
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
  3.0000000000000000E+02  2.8080464654232621E+01  2.9275631962085747E+01  6.9818336139621613E+02 -6.3706516331897012E+00  1.1148591861927186E+05
  4.0000000000000000E+02  3.8762464792430443E+01  3.9137509779766880E+01  4.0920901918663003E+03 -6.3697674779211511E+00  1.4904545880748387E+05
  5.0000000000000000E+02  4.7842992489181512E+01  4.9065981659210671E+01  8.1005543107646254E+03 -6.3685153305100384E+00  1.8721710406270082E+05
  6.0000000000000000E+02  5.9035634072304937E+01  5.9084753198978341E+01  7.1643228094319609E+04 -6.3668765688125024E+00  2.2578215577387315E+05
  7.0000000000000000E+02  6.8526766497003962E+01  6.9212552418892486E+01  6.9648642399451228E+03 -6.3648364992908641E+00  2.6443477558182710E+05
  8.0000000000000000E+02  7.7994026889209138E+01  7.9467911852349218E+01  4.2291698355644521E+03 -6.3623853649290982E+00  3.0288733487846213E+05
  9.0000000000000000E+02  8.7430538723131917E+01  8.9871743400026119E+01  3.2345307218544581E+03 -6.3595196785940811E+00  3.4091134470446093E+05
  1.0000000000000000E+03  9.5947167177973526E+01  1.0044702601007110E+02  2.7983583829447425E+03 -6.3562416784133404E+00  3.7834233856708137E+05
  1.1000000000000000E+03  1.0634159788345168E+02  1.1121732465931916E+02  2.4359044550102567E+03 -6.3525580374841848E+00  4.1507154736465291E+05
  1.2000000000000000E+03  1.1585909685026461E+02  1.2220534368281031E+02  2.2379863211661518E+03 -6.3484785807107809E+00  4.5103531149142684E+05
  1.3000000000000000E+03  1.2452163028976133E+02  1.3343192558034008E+02  2.1188889821592834E+03 -6.3440152580562756E+00  4.8620573897767690E+05
  1.4000000000000000E+03  1.3518715139610123E+02  1.4491549892532288E+02  2.0194823371151040E+03 -6.3391813899084202E+00  5.2058308002205007E+05
  1.5000000000000000E+03  1.4488982344078107E+02  1.5667185675894501E+02  1.9328552949317564E+03 -6.3339911301611114E+00  5.5418949694170139E+05
  1.6000000000000000E+03  1.5480943673700926E+02  1.6871414277821466E+02  1.8831051167859925E+03 -6.3284590872958235E+00  5.8706390507036808E+05
  1.7000000000000000E+03  1.6473776386845316E+02  1.8105295017977841E+02  1.8330140864280772E+03 -6.3226000565207698E+00  6.1925766655148123E+05
  1.8000000000000000E+03  1.7487211124852269E+02  1.9369646772210899E+02  1.8037554830096874E+03 -6.3164288297765818E+00  6.5083103105793148E+05
  1.9000000000000000E+03  1.8496518578072920E+02  2.0665063255555324E+02  1.7675800166230329E+03 -6.3099600611939319E+00  6.8185022324229148E+05
  2.0000000000000000E+03  1.9543686737277065E+02  2.1991926867949456E+02  1.7599460841749496E+03 -6.3032081726587448E+00  7.1238510192618542E+05
