#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   7.7812953213013301E+01   7.7897725980917727E+01   7.1502349834640278E+04   2.6685825057310666E+00   3.2162814009241975E+05
   4.0000000000000000E+02   1.0945850300854985E+02   1.0962865410368904E+02   7.0524308734044622E+04   2.6637194213461850E+00   4.5719874045336584E+05
   5.0000000000000000E+02   1.4344989202271915E+02   1.4374310844046767E+02   7.0323256600452951E+04   2.6616084140754825E+00   5.9772083162281662E+05
   6.0000000000000000E+02   1.7844138812310317E+02   1.7889487884294667E+02   7.0392290540954011E+04   2.6603743616162241E+00   7.3169187487131474E+05
   7.0000000000000000E+02   2.1349031891529634E+02   2.1414361315603790E+02   6.9980087708201027E+04   2.6592816514971256E+00   8.5436838051656215E+05
   8.0000000000000000E+02   2.4807602731061471E+02   2.4896672633737120E+02   6.9341802951346574E+04   2.6581487123142278E+00   9.6437816758326639E+05
   9.0000000000000000E+02   2.8195386664093030E+02   2.8313047652178153E+02   6.7847239699747690E+04   2.6569632306795743E+00   1.0619766922422191E+06
   1.0000000000000000E+03   3.1503948811127918E+02   3.1654040002381174E+02   6.6441424548209121E+04   2.6557535970917274E+00   1.1480713327237174E+06
   1.1000000000000000E+03   3.4728088845136682E+02   3.4916035293551812E+02   6.4516631520278803E+04   2.6545512568368506E+00   1.2237710551978524E+06
   1.2000000000000000E+03   3.7868466845340839E+02   3.8098140253003970E+02   6.2816073298137751E+04   2.6533810665779671E+00   1.2902043324064491E+06
   1.3000000000000000E+03   4.0923397748841904E+02   4.1201322126380506E+02   6.0667513518919186E+04   2.6522600695990484E+00   1.3484493280029071E+06
   1.4000000000000000E+03   4.3898147325667145E+02   4.4228305632665769E+02   5.8806355480721897E+04   2.6511986269627097E+00   1.3995068334079247E+06
   1.5000000000000000E+03   4.6792944945809040E+02   4.7183630800823471E+02   5.6512438576123568E+04   2.6502019906560337E+00   1.4442900235239987E+06
   1.6000000000000000E+03   4.9618806185874047E+02   5.0073683305871288E+02   5.4621265342647879E+04   2.6492717334805969E+00   1.4836222323674262E+06
   1.7000000000000000E+03   5.2379460775490850E+02   5.2906651811030792E+02   5.2565800753045078E+04   2.6484068942791974E+00   1.5182395254332488E+06
   1.8000000000000000E+03   5.5086551106019806E+02   5.5692405314671794E+02   5.0637636708175349E+04   2.6476048450153540E+00   1.5487963287840751E+06
   1.9000000000000000E+03   5.7752368959625869E+02   5.8442292698026358E+02   4.8921071458822968E+04   2.6468619283673274E+00   1.5758728051673253E+06
   2.0000000000000000E+03   6.0385393529853820E+02   6.1168872118603565E+02   4.7144956705881777E+04   2.6461739192399603E+00   1.5999829125019356E+06
   2.1000000000000000E+03   6.2988511653664000E+02   6.3885584148005591E+02   4.4857666320058270E+04   2.6455363555037739E+00   1.6215823713046424E+06
   2.2000000000000000E+03   6.5583951173931484E+02   6.6606388021726093E+02   4.2724497941474081E+04   2.6449447731277314E+00   1.6410760398988542E+06
   2.3000000000000000E+03   6.8184652409482408E+02   6.9345383258237632E+02   4.0735462995025140E+04   2.6443948714627288E+00   1.6588244375237615E+06
   2.4000000000000000E+03   7.0798314090405108E+02   7.2116438686672450E+02   3.8734747016168607E+04   2.6438826271913412E+00   1.6751493276179803E+06
   2.5000000000000000E+03   7.3444665145365843E+02   7.4932848124088775E+02   3.6980788098953737E+04   2.6434043702997783E+00   1.6903383878064114E+06
   2.6000000000000000E+03   7.6125604935488229E+02   7.7807027564507860E+02   3.5226759408096303E+04   2.6429568315347578E+00   1.7046490572572255E+06
   2.7000000000000000E+03   7.8853287568728081E+02   8.0750263777435498E+02   3.3566176221216054E+04   2.6425371683736292E+00   1.7183116813105321E+06
   2.8000000000000000E+03   8.1648826118486363E+02   8.3772519436823939E+02   3.2207700678547390E+04   2.6421429747452496E+00   1.7315320788463762E+06
   2.9000000000000000E+03   8.4501041254521988E+02   8.6882295790435421E+02   3.0830994125787412E+04   2.6417722783825619E+00   1.7444936522151993E+06
   3.0000000000000000E+03   8.7427045851648234E+02   9.0086550645650266E+02   2.9614539562691392E+04   2.6414235289829637E+00   1.7573591418747683E+06
   3.1000000000000000E+03   9.0408927480432442E+02   9.3390667134463149E+02   2.8316858720026645E+04   2.6410955795247348E+00   1.7702721163186131E+06
   3.2000000000000000E+03   9.3461255170264747E+02   9.6798467235304145E+02   2.7109173975320929E+04   2.6407876627066318E+00   1.7833582674509739E+06
   3.3000000000000000E+03   9.6575501934737031E+02   1.0031226324362267E+03   2.5925410729141171E+04   2.6404993640310694E+00   1.7967265650028258E+06
   3.4000000000000000E+03   9.9757369903025540E+02   1.0393294014022058E+03   2.4830325358487535E+04   2.6402305927357714E+00   1.8104703179036917E+06
   3.5000000000000000E+03   1.0300627443988155E+03   1.0766006195823477E+03   2.3829325779378905E+04   2.6399815516107168E+00   1.8246681670863482E+06
   3.6000000000000000E+03   1.0631654204182526E+03   1.1149199568168449E+03   2.2903197035576573E+04   2.6397527064011643E+00   1.8393850374230102E+06
   3.7000000000000000E+03   1.0969544735319141E+03   1.1542604680316040E+03   2.2094916859616893E+04   2.6395447554688651E+00   1.8546730592718506E+06
   3.8000000000000000E+03   1.1312289229353235E+03   1.1945860136587996E+03   2.1329108299540614E+04   2.6393586001212799E+00   1.8705724725218418E+06
   3.9000000000000000E+03   1.1659896105818088E+03   1.2358527004063342E+03   2.0625932985537693E+04   2.6391953160063188E+00   1.8871125137362890E+06
   4.0000000000000000E+03   1.2011051397367235E+03   1.2780103051256062E+03   1.9959969377359452E+04   2.6390561258635787E+00   1.9043122906438706E+06
   4.1000000000000000E+03   1.2363023850336938E+03   1.3210036515470381E+03   1.9281411391747282E+04   2.6389423736812474E+00   1.9221816438045190E+06
   4.2000000000000000E+03   1.2717320753742999E+03   1.3647739158839272E+03   1.8654260867552268E+04   2.6388555006234382E+00   1.9407219899116466E+06
   4.3000000000000000E+03   1.3072808851846530E+03   1.4092598434217048E+03   1.8065476323861443E+04   2.6387970225311994E+00   1.9599271482747791E+06
   4.4000000000000000E+03   1.3431310898654792E+03   1.4543988631105899E+03   1.7556281330494592E+04   2.6387685092841107E+00   1.9797841427978135E+06
   4.5000000000000000E+03   1.3788078607437660E+03   1.5001280919691626E+03   1.7048998212728795E+04   2.6387715658421302E+00   2.0002739787956222E+06
   4.6000000000000000E+03   1.4142689818305489E+03   1.5463852248184169E+03   1.6553639491720787E+04   2.6388078150660377E+00   2.0213723897448087E+06
   4.7000000000000000E+03   1.4496764302677118E+03   1.5931093082794382E+03   1.6101559468561905E+04   2.6388788821853630E+00   2.0430505516493036E+06
   4.8000000000000000E+03   1.4848472935673326E+03   1.6402414005485950E+03   1.5673104030227785E+04   2.6389863809506462E+00   2.0652757612046369E+06
