# Te	Ce
# K	J/(m^2K)
400	5.9416916707525E-10
500	5.45120865534884E-8
600	1.7153683934552E-7
700	2.16858231206947E-7
800	2.58088463691019E-7
900	2.96752250917179E-7
1000	3.35416038143338E-7
1100	3.74079825369497E-7
1200	4.12743612595656E-7
1300	4.51407399821815E-7
1400	4.90071187047974E-7
1500	5.28734974274133E-7
1600	5.64256817880974E-7
1700	6.08773760418488E-7
1800	6.5938375934473E-7
1900	7.19919179886734E-7
2000	7.73043837935241E-7
2100	8.25640582756294E-7
2200	8.7876861922011E-7
2300	9.3596268571744E-7
2400	1.00001875859433E-6
2500	1.06263901185775E-6
2600	1.12395062588583E-6
2700	1.18526223991391E-6
2800	1.246573853942E-6
2900	1.30788546797008E-6
3000	1.36919708199816E-6
3100	1.4274203012136E-6
3200	1.48334130883515E-6
3300	1.55833655119522E-6
3400	1.61750246694972E-6
3500	1.67804972293352E-6
3600	1.75552163359767E-6
3700	1.82186337013802E-6
3800	1.88213378113039E-6
3900	1.95040161943063E-6
4000	2.01754157780748E-6
4100	2.08270842975481E-6
4200	2.15260367639667E-6
4300	2.21764663372789E-6
4400	2.27439821162302E-6
4500	2.34783409582821E-6
4600	2.41213219697151E-6
4700	2.47643029811481E-6
4800	2.5345975718129E-6
4900	2.59920913066508E-6
5000	2.66462543275291E-6
5100	2.72765669919318E-6
5200	2.78790093516546E-6
5300	2.84463399123268E-6
5400	2.90263652850784E-6
5500	2.96173950059423E-6
5600	3.01396999102563E-6
5700	3.06829124056869E-6
5800	3.12097644454295E-6
5900	3.17127370152266E-6
6000	3.21452732344755E-6
6100	3.26830223796013E-6
6200	3.31298171958178E-6
6300	3.36110448809626E-6
6400	3.40947236637167E-6
6500	3.45599824050109E-6
6600	3.50252411463052E-6
6700	3.5394810942538E-6
6800	3.59068731520487E-6
6900	3.62870899854745E-6
7000	3.67169163143987E-6
7100	3.71037614396532E-6
7200	3.75011049994763E-6
7300	3.78461991311203E-6
7400	3.8206388387297E-6
7500	3.86013757237358E-6
7600	3.89561232864962E-6
7700	3.92926162856637E-6
7800	3.96591161086002E-6
7900	3.99869574450836E-6
8000	4.03367283298869E-6
8100	4.06666003690658E-6
8200	4.10252657006409E-6
8300	4.13593578491509E-6
8400	4.16986995176418E-6
8500	4.20047845280598E-6
8600	4.23633045580876E-6
8700	4.26949966873664E-6
8800	4.29996128345165E-6
8900	4.33335225442733E-6
9000	4.36880296100031E-6
9100	4.40217885131531E-6
9200	4.43236181765826E-6
9300	4.46747605783618E-6
9400	4.50229618996633E-6
9500	4.53571393011623E-6
9600	4.56787601242762E-6
9700	4.61029206071519E-6
9800	4.64806997266073E-6
9900	4.68428697893588E-6
10000	4.72779188842658E-6
10100	4.76889696400327E-6
10200	4.81000203957996E-6
10300	4.85102699646364E-6
10400	4.89333931845057E-6
